contig	prodigal	cds	start	end	nothing	strand	unknown	gene_id	A01_r2_seq.txt	A04_r2_seq.txt	A07_r2_seq.txt	B01_r2_seq.txt	B04_r2_seq.txt	B07_r2_seq.txt	C01_r2_seq.txt	C04_r2_seq.txt	C07_r2_seq.txt	D01_r2_seq.txt	D04_r2_seq.txt	D07_r2_seq.txt	E01_r2_seq.txt	E04_r2_seq.txt	E07_r2_seq.txt	F01_r2_seq.txt	F04_r2_seq.txt	F07_r2_seq.txt	G01_r2_seq.txt	G04_r2_seq.txt	G07_r2_seq.txt	H01_r2_seq.txt	H04_r2_seq.txt	H07_r2_seq.txt	A02_r2_seq.txt	A05_r2_seq.txt	A08_r2_seq.txt	B02_r2_seq.txt	B05_r2_seq.txt	B08_r2_seq.txt	C02_r2_seq.txt	C05_r2_seq.txt	C08_r2_seq.txt	D02_r2_seq.txt	D05_r2_seq.txt	D08_r2_seq.txt	E02_r2_seq.txt	E05_r2_seq.txt	F02_r2_seq.txt	F05_r2_seq.txt	G02_r2_seq.txt	G05_r2_seq.txt	H02_r2_seq.txt	H05_r2_seq.txt	A03_r2_seq.txt	A06_r2_seq.txt	B03_r2_seq.txt	B06_r2_seq.txt	C03_r2_seq.txt	C06_r2_seq.txt	D03_r2_seq.txt	D06_r2_seq.txt	E03_r2_seq.txt	E06_r2_seq.txt	F03_r2_seq.txt	F06_r2_seq.txt	G03_r2_seq.txt	G06_r2_seq.txt	H03_r2_seq.txt	H06_r2_seq.txt
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4009211	4010293	.	+	0	"ID=BJEIHDPM_03656;eC_number=2.1.1.186;Name=rlmM;dbxref=COG:COG2933;gene=rlmM;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ADR6;locus_tag=BJEIHDPM_03656;product=Ribosomal RNA large subunit methyltransferase M"	2	5	8	10	8	3	3	0	5	4	4	10	7	6	4	5	7	3	6	6	5	0	5	6	6	5	8	6	10	7	0	0	0	4	8	10	0	6	11	8	10	5	4	5	9	10	6	7	14	3	7	8	6	10	7	9	13	5	5	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4010344	4010598	.	+	0	"ID=BJEIHDPM_03657;Name=tusA_2;dbxref=COG:COG0425;gene=tusA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A892;locus_tag=BJEIHDPM_03657;product=Sulfur carrier protein TusA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4010670	4011821	.	+	0	"ID=BJEIHDPM_03658;eC_number=1.1.1.290;Name=pdxB;dbxref=COG:COG0111;gene=pdxB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9I3W9;locus_tag=BJEIHDPM_03658;product=Erythronate-4-phosphate dehydrogenase"	6	6	6	6	5	6	7	0	8	10	2	7	6	6	9	4	5	9	9	10	6	0	5	7	1	7	5	9	6	5	0	0	0	4	2	5	0	2	6	6	5	5	4	2	9	7	9	1	10	5	8	5	6	6	8	5	4	1	3	4
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4011874	4012053	.	-	0	ID=BJEIHDPM_03659;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03659;product=hypothetical protein	0	0	0	0	0	2	0	0	1	0	0	1	0	1	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	2	0	1	0	0	1	1	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4012349	4014127	.	+	0	"ID=BJEIHDPM_03660;eC_number=3.6.3.-;Name=bmrA_2;dbxref=COG:COG1132;gene=bmrA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O06967;locus_tag=BJEIHDPM_03660;product=Multidrug resistance ABC transporter ATP-binding/permease protein BmrA"	28	18	25	20	16	29	14	0	13	17	23	26	14	16	20	18	22	27	14	19	21	0	19	26	9	14	26	25	23	30	0	0	0	16	17	24	0	19	22	17	21	14	18	15	17	21	23	15	26	11	24	21	17	12	25	20	23	23	29	26
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4014184	4014465	.	-	0	"ID=BJEIHDPM_03661;eC_number=2.4.2.1;Name=ppnP;dbxref=COG:COG3123;gene=ppnP;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0C037;locus_tag=BJEIHDPM_03661;product=Pyrimidine/purine nucleoside phosphorylase"	2	2	6	2	2	6	1	0	4	2	4	3	2	1	4	1	2	10	2	3	1	0	3	3	0	2	3	5	1	1	0	0	0	1	2	4	0	1	8	4	4	0	6	3	4	1	0	1	5	0	3	2	2	1	3	4	2	2	4	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4014642	4015184	.	-	0	"ID=BJEIHDPM_03662;eC_number=2.7.7.7;Name=polC_4;gene=polC_4;inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00356;locus_tag=BJEIHDPM_03662;product=DNA polymerase III PolC-type"	2	4	6	3	3	5	3	0	7	4	5	2	2	3	4	5	5	2	2	4	3	0	2	8	4	1	2	3	4	3	0	0	0	3	4	6	0	7	4	2	11	7	5	3	3	4	1	4	3	0	4	1	5	3	2	0	2	5	4	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4015455	4016282	.	+	0	ID=BJEIHDPM_03663;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03663;product=hypothetical protein	8	11	12	12	9	17	5	0	6	5	3	12	11	8	10	7	9	14	10	4	5	0	7	8	7	5	10	8	13	16	0	0	0	4	8	19	0	5	14	11	6	4	15	6	5	7	9	11	7	6	8	8	9	6	5	7	8	6	15	10
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4016323	4016490	.	-	0	ID=BJEIHDPM_03664;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03664;product=hypothetical protein	2	3	2	1	1	0	0	0	0	2	1	3	0	0	1	4	1	2	2	0	4	0	0	0	1	4	2	2	0	2	0	0	0	2	0	2	0	1	0	0	1	1	1	4	0	1	1	1	0	0	2	1	1	1	5	0	0	0	2	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4016618	4017982	.	-	0	"ID=BJEIHDPM_03665;Name=yhdG;dbxref=COG:COG0531;gene=yhdG;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O07576;locus_tag=BJEIHDPM_03665;product=putative amino acid permease YhdG"	15	10	20	12	7	23	14	0	14	11	20	13	15	9	16	15	11	18	9	12	16	0	17	20	10	14	33	18	13	16	0	0	0	15	15	17	0	14	14	13	14	13	9	15	18	7	11	13	8	13	15	12	15	11	11	10	19	15	16	15
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4018275	4019009	.	+	0	"ID=BJEIHDPM_03666;eC_number=4.1.1.23;Name=pyrF;dbxref=COG:COG0284;gene=pyrF;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q59654;locus_tag=BJEIHDPM_03666;product=Orotidine 5'-phosphate decarboxylase"	1	2	4	2	3	0	2	0	3	1	4	4	4	2	3	1	4	5	3	3	4	0	1	5	0	2	3	3	2	3	0	0	0	4	4	6	0	3	2	2	2	4	0	5	4	5	5	1	0	3	2	2	3	0	3	2	2	1	2	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4019146	4020156	.	-	0	"ID=BJEIHDPM_03667;eC_number=1.-.-.-;Name=yfmJ;dbxref=COG:COG2130;gene=yfmJ;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O34812;locus_tag=BJEIHDPM_03667;product=Putative NADP-dependent oxidoreductase YfmJ"	18	25	25	11	12	25	15	0	6	11	10	20	15	10	16	11	9	26	8	13	20	0	13	24	10	10	22	18	16	9	0	0	0	19	18	20	0	8	14	10	20	11	10	13	11	10	12	10	16	16	18	16	14	9	23	16	21	19	17	17
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4020384	4021319	.	+	0	"ID=BJEIHDPM_03668;eC_number=3.4.16.-;Name=ykfA;dbxref=COG:COG1619;gene=ykfA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O34851;locus_tag=BJEIHDPM_03668;product=putative murein peptide carboxypeptidase"	7	17	15	11	15	18	13	0	18	16	12	22	10	13	19	19	14	20	16	22	22	0	16	24	7	19	17	12	13	31	0	0	0	24	9	22	0	24	17	18	19	16	18	11	21	19	14	12	17	16	16	15	20	19	20	12	17	9	11	9
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4021327	4022520	.	-	0	"ID=BJEIHDPM_03669;Name=ydcO;dbxref=COG:COG3135;gene=ydcO;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76103;locus_tag=BJEIHDPM_03669;product=Inner membrane protein YdcO"	11	4	13	5	2	8	6	0	11	8	4	9	4	4	7	6	8	8	8	3	7	0	8	11	3	9	12	7	16	6	0	0	0	10	10	11	0	8	7	9	9	5	6	14	6	9	2	4	7	2	3	12	9	4	11	7	5	7	8	11
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4022647	4023117	.	-	0	ID=BJEIHDPM_03670;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03670;product=hypothetical protein	4	3	7	5	3	10	3	0	1	3	4	2	4	1	4	5	4	3	0	1	3	0	3	4	0	1	7	4	4	7	0	0	0	4	6	3	0	3	1	3	8	2	5	3	1	3	2	4	6	4	5	2	1	4	2	3	6	2	4	4
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4023199	4024365	.	+	0	"ID=BJEIHDPM_03671;eC_number=2.6.1.39;Name=lysN_2;dbxref=COG:COG1167;gene=lysN_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q72LL6;locus_tag=BJEIHDPM_03671;product=2-aminoadipate transaminase"	7	9	11	7	11	21	8	0	17	11	12	18	15	8	18	5	6	15	5	15	20	0	9	24	12	6	21	10	16	22	0	0	0	10	7	20	0	12	16	13	9	12	5	10	15	3	12	9	23	12	11	8	14	14	10	8	17	7	11	12
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4024411	4025013	.	+	0	"ID=BJEIHDPM_03672;eC_number=1.8.4.-;Name=yfcG_2;dbxref=COG:COG0625;gene=yfcG_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77526;locus_tag=BJEIHDPM_03672;product=Disulfide-bond oxidoreductase YfcG"	6	4	2	3	2	7	1	0	3	7	4	7	3	1	2	5	4	5	0	1	4	0	7	7	7	0	6	4	3	4	0	0	0	1	2	3	0	4	1	3	3	1	4	1	2	3	6	1	1	2	3	1	2	2	2	2	4	2	2	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4025081	4025314	.	+	0	ID=BJEIHDPM_03673;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03673;product=hypothetical protein	5	5	6	3	4	4	3	0	5	6	2	10	4	4	8	7	4	6	3	3	1	0	8	4	6	0	7	6	6	1	0	0	0	4	5	6	0	7	4	2	3	3	9	5	7	5	1	2	3	6	4	3	5	6	2	1	2	2	3	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4025485	4025856	.	-	0	ID=BJEIHDPM_03674;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03674;product=hypothetical protein	3	2	2	5	1	2	2	0	4	2	5	4	4	4	2	4	3	4	4	4	4	0	2	6	3	5	5	2	4	5	0	0	0	3	6	6	0	4	3	2	9	5	4	4	5	6	2	1	2	2	1	2	4	8	4	3	3	3	1	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4025926	4026471	.	-	0	"ID=BJEIHDPM_03675;eC_number=3.5.4.16;Name=folE_2;dbxref=COG:COG0302;gene=folE_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P19465;locus_tag=BJEIHDPM_03675;product=GTP cyclohydrolase 1"	0	1	2	2	0	4	3	0	2	1	1	5	4	2	1	2	2	7	4	3	4	0	5	5	1	0	4	2	0	2	0	0	0	1	0	5	0	2	8	3	5	3	0	1	5	6	3	2	2	6	0	2	4	2	6	0	0	1	1	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4026897	4027454	.	-	0	"ID=BJEIHDPM_03676;eC_number=3.1.-.-;Name=smrA;dbxref=COG:COG2840;gene=smrA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76053;locus_tag=BJEIHDPM_03676;product=putative DNA endonuclease SmrA"	12	8	6	13	8	12	3	0	10	2	3	11	16	6	13	6	6	18	9	2	14	0	7	15	6	7	6	10	13	5	0	0	0	5	6	9	0	14	17	12	17	17	9	14	6	12	2	8	7	10	6	4	15	11	10	11	10	10	13	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4027500	4027820	.	-	0	ID=BJEIHDPM_03677;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03677;product=hypothetical protein	5	3	4	2	6	9	4	0	2	6	4	8	5	5	7	8	5	4	3	6	9	0	8	9	3	3	8	5	2	8	0	0	0	5	3	6	0	5	3	4	9	5	2	9	7	7	4	2	5	2	6	3	2	3	4	4	4	3	4	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4027957	4028547	.	-	0	"ID=BJEIHDPM_03678;eC_number=3.5.2.19;Name=sttH_1;gene=sttH_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q1MW86;locus_tag=BJEIHDPM_03678;product=Streptothricin hydrolase"	4	3	1	3	1	3	3	0	3	6	4	4	3	2	3	2	0	3	5	2	9	0	3	2	3	4	4	4	3	2	0	0	0	3	1	3	0	2	2	1	1	3	0	3	3	3	2	3	4	4	2	4	3	4	2	1	4	1	2	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4028807	4029715	.	+	0	"ID=BJEIHDPM_03679;eC_number=2.1.1.298;Name=prmB;dbxref=COG:COG2890;gene=prmB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39199;locus_tag=BJEIHDPM_03679;product=50S ribosomal protein L3 glutamine methyltransferase"	13	9	8	12	9	8	11	0	10	5	16	17	5	13	15	8	13	10	7	10	11	0	11	20	9	6	18	12	12	19	0	0	0	9	8	41	0	12	9	5	13	6	6	15	7	10	4	10	10	7	17	10	6	8	12	8	4	7	11	8
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4029749	4030549	.	-	0	ID=BJEIHDPM_03680;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03680;product=hypothetical protein	0	2	4	2	4	2	3	0	0	3	1	3	3	1	2	3	3	5	2	1	4	0	1	2	0	1	5	2	4	2	0	0	0	3	2	2	0	0	2	1	3	2	3	5	4	1	5	2	2	2	3	2	3	0	5	4	4	1	2	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4030566	4030754	.	+	0	ID=BJEIHDPM_03681;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03681;product=hypothetical protein	2	0	0	2	0	0	0	0	0	2	3	0	1	2	0	1	0	0	0	0	1	0	0	1	0	0	1	0	2	2	0	0	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4030673	4031644	.	-	0	"ID=BJEIHDPM_03682;eC_number=3.1.1.1;Name=estD;dbxref=COG:COG1073;gene=estD;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9WYH1;locus_tag=BJEIHDPM_03682;product=Esterase EstD"	5	2	3	5	3	6	2	0	4	4	2	5	5	2	3	3	5	2	4	6	4	0	3	6	3	2	6	4	2	2	0	0	0	3	3	1	0	1	4	6	8	6	5	4	0	4	3	2	3	2	8	8	6	1	1	3	4	3	1	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4031823	4032914	.	+	0	"ID=BJEIHDPM_03683;eC_number=4.2.3.5;Name=aroC;dbxref=COG:COG0082;gene=aroC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P12008;locus_tag=BJEIHDPM_03683;product=Chorismate synthase"	5	5	10	4	7	4	3	0	9	5	7	9	8	2	6	13	5	9	4	6	15	0	4	8	7	6	12	9	5	10	0	0	0	13	10	11	0	8	8	8	12	7	4	22	7	7	5	9	6	6	9	8	8	5	14	9	7	7	17	12
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4032945	4034108	.	+	0	"ID=BJEIHDPM_03684;Name=hcaT;gene=hcaT;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q47142;locus_tag=BJEIHDPM_03684;product=putative 3-phenylpropionic acid transporter"	3	4	5	4	6	7	4	0	3	2	4	6	6	3	3	3	5	7	5	3	4	0	6	9	5	3	4	3	4	5	0	0	0	2	6	0	0	5	8	3	5	6	6	1	3	4	4	6	3	4	4	7	4	5	2	3	2	6	2	6
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4034105	4034719	.	+	0	"ID=BJEIHDPM_03685;eC_number=4.2.1.109;Name=mtnB;dbxref=COG:COG0235;gene=mtnB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O67788;locus_tag=BJEIHDPM_03685;product=Methylthioribulose-1-phosphate dehydratase"	0	0	3	2	2	5	0	0	3	2	2	4	2	0	0	1	0	2	1	2	0	0	3	4	0	2	3	0	3	0	0	0	0	1	1	1	0	1	1	1	1	2	2	2	2	2	1	2	1	3	0	0	2	1	0	1	0	1	0	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4034806	4035351	.	+	0	"ID=BJEIHDPM_03686;eC_number=1.13.11.54;Name=mtnD;dbxref=COG:COG1791;gene=mtnD;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9ZFE7;locus_tag=BJEIHDPM_03686;product=Acireductone dioxygenase"	3	8	7	4	3	1	2	0	0	2	3	7	5	3	5	1	5	2	3	4	2	0	5	3	0	3	5	4	3	7	0	0	0	2	2	2	0	5	1	4	6	4	4	4	2	4	2	1	3	3	5	5	1	2	2	6	3	2	1	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4035399	4036082	.	+	0	"ID=BJEIHDPM_03687;eC_number=3.1.3.77;Name=mtnC;gene=mtnC;inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01681;locus_tag=BJEIHDPM_03687;product=Enolase-phosphatase E1"	0	0	1	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	3	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4036292	4037014	.	+	0	"ID=BJEIHDPM_03688;Name=lasR_1;dbxref=COG:COG2771;gene=lasR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P25084;locus_tag=BJEIHDPM_03688;product=Transcriptional activator protein LasR"	0	2	0	2	0	0	0	0	0	1	0	0	0	2	3	3	2	1	1	1	0	0	1	0	1	0	1	3	1	2	0	0	0	2	0	1	0	0	5	0	1	2	1	0	2	0	0	1	0	2	1	1	0	0	0	0	1	0	1	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4037126	4037404	.	-	0	ID=BJEIHDPM_03689;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03689;product=hypothetical protein	1	2	3	0	1	1	0	0	0	1	0	0	0	0	1	1	0	4	0	1	0	0	0	1	0	2	4	0	2	1	0	0	0	1	1	0	0	0	2	2	0	1	0	1	1	1	1	1	1	0	1	2	1	0	1	1	3	1	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4037738	4038277	.	+	0	ID=BJEIHDPM_03690;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03690;product=hypothetical protein	2	2	2	4	0	3	4	0	8	3	4	6	4	2	2	1	3	5	6	1	5	0	8	2	2	6	5	7	2	6	0	0	0	3	3	7	0	2	5	5	5	5	3	3	4	9	5	2	9	2	5	1	7	2	2	3	3	5	4	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4038379	4038897	.	+	0	ID=BJEIHDPM_03691;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03691;product=hypothetical protein	9	3	7	3	3	8	2	0	4	1	3	4	3	3	6	2	10	6	6	8	10	0	8	5	5	6	5	9	0	6	0	0	0	6	8	9	0	5	8	3	3	3	6	10	2	2	6	3	4	2	4	6	8	14	3	4	5	4	5	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4038898	4039824	.	-	0	"ID=BJEIHDPM_03692;Name=zupT_2;dbxref=COG:COG0428;gene=zupT_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A8H3;locus_tag=BJEIHDPM_03692;product=Zinc transporter ZupT"	18	15	11	8	6	9	5	0	9	5	5	11	6	4	11	6	7	11	10	6	9	0	7	9	5	5	11	10	14	11	0	0	0	9	12	2	0	9	3	10	7	3	3	11	8	5	7	10	9	9	4	3	8	8	9	3	11	7	6	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4039989	4040180	.	+	0	ID=BJEIHDPM_03693;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03693;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4040379	4041239	.	+	0	"ID=BJEIHDPM_03694;eC_number=2.5.1.-;Name=speE_2;dbxref=COG:COG0421;gene=speE_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P09158;locus_tag=BJEIHDPM_03694;product=Polyamine aminopropyltransferase"	16	12	17	8	10	16	13	0	5	9	16	10	10	11	14	12	14	10	10	13	19	0	16	13	9	7	13	10	10	12	0	0	0	18	9	26	0	4	11	6	12	14	8	21	10	9	12	14	6	9	6	11	7	13	15	8	8	9	12	10
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4041507	4043600	.	+	0	"ID=BJEIHDPM_03695;Name=ltaS1;dbxref=COG:COG1368;gene=ltaS1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q797B3;locus_tag=BJEIHDPM_03695;product=Lipoteichoic acid synthase 1"	10	8	15	4	10	16	10	0	4	6	7	19	6	8	10	9	12	16	12	7	13	0	12	13	8	7	9	12	10	20	0	0	0	10	11	12	0	5	8	7	11	8	9	17	8	8	11	10	11	8	8	6	6	8	10	10	14	13	12	10
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4043809	4044045	.	+	0	ID=BJEIHDPM_03696;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03696;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4044287	4044628	.	+	0	ID=BJEIHDPM_03697;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03697;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4045157	4046566	.	+	0	"ID=BJEIHDPM_03698;dbxref=COG:COG2308;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WLA9;locus_tag=BJEIHDPM_03698;product=putative protein"	15	6	9	9	8	19	5	0	9	8	13	10	8	2	13	12	6	12	7	12	11	0	9	23	2	6	17	11	10	9	0	0	0	9	10	15	0	10	8	12	13	6	6	8	13	11	7	14	7	4	7	5	12	10	11	6	10	12	12	9
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4046579	4047538	.	+	0	"ID=BJEIHDPM_03699;dbxref=COG:COG2307;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WL97;locus_tag=BJEIHDPM_03699;product=putative protein"	10	8	7	3	3	15	10	0	5	11	8	14	7	5	12	7	1	12	6	9	10	0	7	5	6	4	17	5	13	14	0	0	0	8	7	13	0	7	8	10	11	6	9	12	13	14	6	6	8	3	2	7	6	6	9	12	5	8	9	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4047535	4048365	.	+	0	"ID=BJEIHDPM_03700;dbxref=COG:COG1305;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WL93;locus_tag=BJEIHDPM_03700;product=putative protein"	4	6	9	11	10	10	9	0	2	7	4	9	4	3	8	8	8	12	6	5	10	0	7	8	5	3	7	13	7	11	0	0	0	5	9	9	0	9	4	16	11	4	6	5	5	8	5	6	3	8	1	5	5	9	5	6	4	2	5	4
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4048454	4048828	.	-	0	ID=BJEIHDPM_03701;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03701;product=hypothetical protein	1	2	2	2	1	1	0	0	0	0	2	3	2	1	1	4	2	2	2	3	2	0	1	0	4	2	6	2	1	2	0	0	0	2	1	1	0	2	1	5	3	3	0	2	2	3	1	2	1	0	0	1	0	3	2	2	1	1	1	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4049514	4050242	.	+	0	"ID=BJEIHDPM_03702;eC_number=6.3.5.2;Name=guaA_2;gene=guaA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P99105;locus_tag=BJEIHDPM_03702;product=GMP synthase [glutamine-hydrolyzing]"	9	3	11	8	2	7	8	0	7	6	4	7	5	7	5	4	2	8	3	3	3	0	1	6	2	4	5	8	5	4	0	0	0	7	4	4	0	6	7	5	6	11	2	13	5	3	4	8	5	7	5	1	5	4	6	1	5	3	8	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	4050715	4051686	.	-	0	"ID=BJEIHDPM_03703;Name=corA_1;dbxref=COG:COG0598;gene=corA_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9WZ31;locus_tag=BJEIHDPM_03703;product=Cobalt/magnesium transport protein CorA"	6	5	5	9	2	7	3	0	4	4	3	9	3	6	5	4	5	10	4	6	4	0	6	6	5	9	7	9	7	10	0	0	0	12	4	12	0	8	4	9	7	9	4	9	3	1	8	3	0	2	8	7	9	2	7	4	8	6	8	6
